"sample" "reference" "size" "megan.taxonomy" "OTU" "exclude.itsx" "exclude.lc" "exclude.lichen" "exclude.smallotus" "ref.otu" "size.otu" "hit.otu" "kingdom" "evk" "division" "evd" "class" "evc" "order" "evo" "family" "evf" "genus" "evg" "species" "evs"
"ITA87PB02D7NZY" "A229" "ITA87PB02D7NZY" "1" " Fibulobasidium" "276" "0" "0" "0" "0" "ITA87PB02EA7U0" "   4" "KF823589" "Fungi" "-112.826669556708" "Basidiomycota" "-112.826669556708" "Tremellomycetes" "-112.826669556708" "Tremellales" "-112.826669556708" "Sirobasidiaceae" "-112.826669556708" "unidentified" "-112.826669556708" "uncultured" "-112.826669556708"
"ITA87PB02DYLD7" "A227" "ITA87PB02DYLD7" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DN6JB" "A227" "ITA87PB02DN6JB" "1" " Rutstroemia conformata" "1756" "0" "0" "0" "1" "ITA87PB02DN6JB" "   1" "JF340256" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Leotiomycetes" "-166.009270246886" "Helotiales" "-166.009270246886" "Sclerotiniaceae" "-166.009270246886" "Sclerotinia" "-166.009270246886" "Sclerotinia" "-166.009270246886"
"ITA87PB02DBIAO" "A227" "ITA87PB02DBIAO" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02C951O" "A227" "ITA87PB02C951O" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DDEGC" "A227" "ITA87PB02DDEGC" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DZAWA" "A227" "ITA87PB02DZAWA" "1" " Not assigned" "1757" "0" "0" "0" "1" "ITA87PB02DZAWA" "   1" "JN906464" "Fungi" "-66.0818205162674" "Basidiomycota" "-18.9315063677184" "Tremellomycetes" "-18.9315063677184" "Tremellales" "-18.9315063677184" "unidentified" "-66.0818205162674" "unidentified" "-66.0818205162674" "Tremellomycetes" "-15.0194833622902"
"ITA87PB02C0914" "A227" "ITA87PB02C0914" "1" " Not assigned" "1758" "0" "0" "0" "1" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02CX9C4" "A227" "ITA87PB02CX9C4" "1" " Not assigned" "1759" "0" "0" "0" "1" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02DWCKC" "A227" "ITA87PB02DWCKC" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DAS89" "A227" "ITA87PB02DAS89" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DG54F" "A227" "ITA87PB02DG54F" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DU610" "A227" "ITA87PB02DU610" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EII8O" "A227" "ITA87PB02EII8O" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EKKPS" "A227" "ITA87PB02EKKPS" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DO5HK" "A227" "ITA87PB02DO5HK" "1" " Not assigned" "1760" "0" "0" "0" "1" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02EF0IO" "A227" "ITA87PB02EF0IO" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EO6GM" "A227" "ITA87PB02EO6GM" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EK85X" "A227" "ITA87PB02EK85X" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EKBE6" "A227" "ITA87PB02EKBE6" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DR5W1" "A227" "ITA87PB02DR5W1" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EFD5F" "A227" "ITA87PB02EFD5F" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DL3PG" "A227" "ITA87PB02DL3PG" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EXILY" "A227" "ITA87PB02EXILY" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02D6RV4" "A227" "ITA87PB02D6RV4" "1" " Fibulobasidium" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DF4MX" "A227" "ITA87PB02DF4MX" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EPQI2" "A227" "ITA87PB02EPQI2" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DWW6F" "A227" "ITA87PB02DWW6F" "1" " Fibulobasidium" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DNZ7M" "A227" "ITA87PB02DNZ7M" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02C8UGL" "A227" "ITA87PB02C8UGL" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02CXX5R" "A227" "ITA87PB02CXX5R" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DF4SB" "A227" "ITA87PB02DF4SB" "1" " Fibulobasidium" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DSXRC" "A227" "ITA87PB02DSXRC" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02D3CFE" "A227" "ITA87PB02D3CFE" "1" " Fibulobasidium" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02D13YR" "A227" "ITA87PB02D13YR" "1" " Not assigned" "1761" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02ENKB5" "A227" "ITA87PB02ENKB5" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02D9X0J" "A227" "ITA87PB02D9X0J" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DSOCJ" "A227" "ITA87PB02DSOCJ" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02D9SVY" "A227" "ITA87PB02D9SVY" "1" " Not assigned" "1761" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02EMRIJ" "A227" "ITA87PB02EMRIJ" "1" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DLBSJ" "A227" "ITA87PB02DLBSJ" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EKZTZ" "A227" "ITA87PB02EKZTZ" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DCM94" "A227" "ITA87PB02DCM94" "1" " Not assigned" "1762" "0" "0" "0" "1" "ITA87PB02DCM94" "   1" "JN906464" "Fungi" "-80.5904782547916" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-80.5904782547916" "unidentified" "-80.5904782547916" "Tremellomycetes" "-15.0194833622902"
"ITA87PB02EDYRL" "A227" "ITA87PB02EDYRL" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DUCB6" "A227" "ITA87PB02DUCB6" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DZ61H" "A227" "ITA87PB02DZ61H" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EBAR0" "A227" "ITA87PB02EBAR0" "1" " Not assigned" "1763" "0" "0" "0" "1" "ITA87PB02EBAR0" "   1" "JN906464" "Fungi" "-79.2041838936717" "Basidiomycota" "-18.9315063677184" "Tremellomycetes" "-18.9315063677184" "Tremellales" "-18.9315063677184" "unidentified" "-79.2041838936717" "unidentified" "-79.2041838936717" "Tremellomycetes" "-15.0194833622902"
"ITA87PB02EXQJX" "A227" "ITA87PB02EXQJX" "1" " Teratosphaeria cryptica" "38" "0" "0" "0" "0" "ITA87PB02DROC0" " 535" "JN904617" "Fungi" "-53.470282762629" "Ascomycota" "-51.0135469898077" "Dothideomycetes" "-51.0135469898077" "Capnodiales" "-51.0135469898077" "Teratosphaeriaceae" "-49.5582597572009" "Hortaea" "-49.5582597572009" "Dothideomycetes" "-51.0135469898077"
"ITA87PB02DS5H9" "A227" "ITA87PB02DS5H9" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02C950K" "A227" "ITA87PB02C950K" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02C2HWY" "A227" "ITA87PB02C2HWY" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02ENNXF" "A227" "ITA87PB02ENNXF" "1" " Not assigned" "1764" "0" "0" "0" "1" "ITA87PB02ENNXF" "   1" "JN906464" "Fungi" "-77.5947459812376" "Basidiomycota" "-18.9315063677184" "Tremellomycetes" "-18.9315063677184" "Tremellales" "-18.9315063677184" "unidentified" "-77.5947459812376" "unidentified" "-77.5947459812376" "Tremellomycetes" "-15.0194833622902"
"ITA87PB02D2XPI" "A227" "ITA87PB02D2XPI" "1" " Fibulobasidium" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EC8RC" "A227" "ITA87PB02EC8RC" "1" " Not assigned" "1765" "0" "0" "0" "1" "ITA87PB02EC8RC" "   1" "JN906464" "Fungi" "-63.7792354232733" "Basidiomycota" "-18.9315063677184" "Tremellomycetes" "-18.9315063677184" "Tremellales" "-18.9315063677184" "unidentified" "-63.7792354232733" "unidentified" "-63.7792354232733" "Tremellomycetes" "-15.0194833622902"
"ITA87PB02DX48K" "A227" "ITA87PB02DX48K" "1" " Fibulobasidium" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EW96G" "A227" "ITA87PB02EW96G" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02ELR1D" "A227" "ITA87PB02ELR1D" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02CWRT7" "A227" "ITA87PB02CWRT7" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DPU13" "A227" "ITA87PB02DPU13" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02DSL0J" "A227" "ITA87PB02DSL0J" "1" " Not assigned" "1766" "0" "0" "0" "1" "ITA87PB02DSL0J" "   1" "JN906464" "Fungi" "-66.7749676968273" "Basidiomycota" "-13.9208710736221" "Tremellomycetes" "-13.9208710736221" "Tremellales" "-13.9208710736221" "unidentified" "-66.7749676968273" "unidentified" "-66.7749676968273" "Tremellomycetes" "-12.7168982692962"
"ITA87PB02D94ZS" "A227" "ITA87PB02D94ZS" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02C1C2H" "A227" "ITA87PB02C1C2H" "1" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02C5LYG" "A227" "ITA87PB02C5LYG" "1" " Not assigned" "1767" "0" "0" "0" "1" "ITA87PB02C5LYG" "   1" "JN906464" "Fungi" "-69.0775527898214" "Basidiomycota" "-18.9315063677184" "Tremellomycetes" "-18.9315063677184" "Tremellales" "-18.9315063677184" "unidentified" "-69.0775527898214" "unidentified" "-69.0775527898214" "Tremellomycetes" "-15.0194833622902"
